,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Bahamas,29987,88071,0,0,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04,(2.5+/-1.4)e+04
Bosnia and Herzegovina,196136,457929,0,0,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05,(6.1+/-3.4)e+05
Belarus,737743,1454255,0,0,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06,(2.6+/-1.4)e+06
Belize,27428,79161,0,0,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04,(3.7+/-2.1)e+04
Bermuda,7369,18185,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Bolivia,1144170,2932001,0,0,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05,(9+/-5)e+05
Brazil,14664402,41877575,0,0,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07,(5.3+/-3.0)e+07
Barbados,17487,50402,0,0,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04,(6.0+/-3.4)e+04
Brunei Darussalam,34110,83793,0,0,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05,(2.7+/-1.5)e+05
Bhutan,77633,119166,0,0,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04,(4.2+/-2.3)e+04
Botswana,134847,380492,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Central African Republic,245041,806929,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Canada,3141367,6925621,0,0,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07,(2.3+/-1.3)e+07
Switzerland,742393,1527430,0,0,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07,(2.4+/-1.3)e+07
Chile,1401657,3662692,0,0,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06,(5.3+/-3.0)e+06
China,118172208,283882634,0,0,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08,(8+/-5)e+08
Cote d'Ivoire,2365948,5430101,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Cameroon,646375,1664250,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
DR Congo,6210203,9446038,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Congo Republic,149073,383827,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Colombia,3394685,9721375,0,0,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06
Comoros,39222,86672,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
